>	L[313760105000180]	331	0.47
>	L[313760105000180] tel	16
RC[313760105000253]		330	Dist (km)
>	L[313760105000180]	314	0.74
>	L[313760105000180] tel	15
RC[313760105000254]		206	Dist (km)
>	L[313760105000186]	196	0.75
>	L[313760105000186] tel	9
RC[313760105000255]		302	Dist (km)
>	L[313760105000186]	287	0.65
>	L[313760105000186] tel	14
RC[313760105000256]		133	Dist (km)
>	L[313760105000080]	126	0.35
>	L[313760105000080] tel	6
RC[313760105000257]		184	Dist (km)
>	L[313760105000080]	175	0.36
>	L[313760105000080] tel	8
RC[313760105000258]		303	Dist (km)
>	L[313760105000259]	227	0.28
>	L[313760105000259] tel	11
>	L[SHC1]	45	20.00
>	L[SHC1] tel	2
>	L[THC1]	15	25.00
>	L[THC1] tel	0
RC[313760105000259]		423	Dist (km)
>	L[313760105000259]	334	0.00
>	L[SHC1]	63	20.00
>	L[SHC1] tel	3
>	L[THC1]	21	25.00
>	L[THC1] tel	1
RC[313760105000260]		227	Dist (km)
>	L[313760105000135]	170	0.59
>	L[313760105000135] tel	8
>	L[SHC1]	34	20.00
>	L[SHC1] tel	1
>	L[THC1]	11	25.00
>	L[THC1] tel	0
RC[313760105000261]		271	Dist (km)
>	L[313760105000135]	203	0.51
>	L[313760105000135] tel	10
>	L[SHC1]	40	20.00
>	L[SHC1] tel	2
>	L[THC1]	13	25.00
>	L[THC1] tel	0
RC[313760105000262]		356	Dist (km)
>	L[313760105000135]	267	0.57
>	L[313760105000135] tel	13
>	L[SHC1]	53	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760105000263]		3	Dist (km)
>	L[313760105000135]	2	0.84
>	L[313760105000135] tel	0
>	L[SHC1]	0	20.00
>	L[SHC1] tel	0
>	L[THC1]	0	25.00
>	L[THC1] tel	0
RC[313760105000264]		324	Dist (km)
>	L[313760105000264]	324	0.00
RC[313760105000265]		329	Dist (km)
>	L[313760105000201]	313	1.33
>	L[313760105000201] tel	15
RC[313760105000266]		305	Dist (km)
>	L[313760105000268]	290	0.14
>	L[313760105000268] tel	14
RC[313760105000267]		264	Dist (km)
>	L[313760105000268]	251	0.34
>	L[313760105000268] tel	12
RC[313760105000268]		399	Dist (km)
>	L[313760105000268]	399	0.00
RC[313760105000269]		424	Dist (km)
>	L[313760105000268]	403	0.09
>	L[313760105000268] tel	20
RC[313760105000270]		343	Dist (km)
>	L[313760105000270]	343	0.00
RC[313760105000271]		326	Dist (km)
>	L[313760105000270]	310	0.32
>	L[313760105000270] tel	15
RC[313760105000272]		427	Dist (km)
>	L[313760105000285]	406	1.66
>	L[313760105000285] tel	20
RC[313760105000273]		402	Dist (km)
>	L[313760105000285]	382	1.80
>	L[313760105000285] tel	19
RC[313760105000274]		341	Dist (km)
>	L[313760105000102]	256	0.47
>	L[313760105000102] tel	12
>	L[SHC1]	51	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760105000275]		344	Dist (km)
>	L[313760105000102]	258	0.48
>	L[313760105000102] tel	12
>	L[SHC1]	51	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760105000276]		486	Dist (km)
>	L[313760105000259]	365	0.53
>	L[313760105000259] tel	18
>	L[SHC1]	72	20.00
>	L[SHC1] tel	3
>	L[THC1]	24	25.00
>	L[THC1] tel	1
RC[313760105000277]		145	Dist (km)
>	L[313760105000259]	109	0.79
>	L[313760105000259] tel	5
>	L[SHC1]	21	20.00
>	L[SHC1] tel	1
>	L[THC1]	7	25.00
>	L[THC1] tel	0
RC[313760105000278]		656	Dist (km)
>	L[313760105000132]	624	0.40
>	L[313760105000132] tel	31
RC[313760105000279]		346	Dist (km)
>	L[313760105000132]	268	0.52
>	L[313760105000132] tel	13
>	L[SHC1]	51	20.00
>	L[SHC1] tel	2
>	L[THC1]	9	25.00
>	L[THC1] tel	0
RC[313760105000280]		331	Dist (km)
>	L[313760105000264]	290	2.52
>	L[313760105000264] tel	14
>	L[SHC1]	24	20.00
>	L[SHC1] tel	1
RC[313760105000281]		151	Dist (km)
>	L[313760105000268]	143	1.69
>	L[313760105000268] tel	7
RC[313760105000282]		329	Dist (km)
>	L[313760105000186]	247	0.38
>	L[313760105000186] tel	12
>	L[SHC1]	49	20.00
>	L[SHC1] tel	2
>	L[THC1]	16	25.00
>	L[THC1] tel	0
RC[313760105000283]		478	Dist (km)
>	L[313760105000186]	359	0.70
>	L[313760105000186] tel	17
>	L[SHC1]	71	20.00
>	L[SHC1] tel	3
>	L[THC1]	23	25.00
>	L[THC1] tel	1
RC[313760105000284]		64	Dist (km)
>	L[313760105000102]	48	1.41
>	L[313760105000102] tel	2
>	L[SHC1]	9	20.00
>	L[SHC1] tel	0
>	L[THC1]	3	25.00
>	L[THC1] tel	0
RC[313760105000285]		181	Dist (km)
>	L[313760105000285]	181	0.00
RC[313760114000002]		133	Dist (km)
>	L[313760114000002]	105	0.00
>	L[SHC1]	19	20.00
>	L[SHC1] tel	0
>	L[THC1]	6	25.00
>	L[THC1] tel	0
RC[313760114000007]		345	Dist (km)
>	L[313760114000002]	259	1.67
>	L[313760114000002] tel	12
>	L[SHC1]	51	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760114000008]		270	Dist (km)
>	L[313760114000002]	203	1.54
>	L[313760114000002] tel	10
>	L[SHC1]	40	20.00
>	L[SHC1] tel	2
>	L[THC1]	13	25.00
>	L[THC1] tel	0
RC[313760114000009]		23	Dist (km)
>	L[313760105000270]	21	2.33
>	L[313760105000270] tel	1
RC[313760114000010]		9	Dist (km)
>	L[313760114000002]	6	3.85
>	L[313760114000002] tel	0
>	L[SHC1]	1	20.00
>	L[SHC1] tel	0
>	L[THC1]	0	25.00
>	L[THC1] tel	0
RC[313760115000001]		165	Dist (km)
>	L[313760115000023]	124	4.25
>	L[313760115000023] tel	6
>	L[SHC1]	24	20.00
>	L[SHC1] tel	1
>	L[THC1]	8	25.00
>	L[THC1] tel	0
RC[313760115000002]		92	Dist (km)
>	L[313760115000023]	69	4.92
>	L[313760115000023] tel	3
>	L[SHC1]	13	20.00
>	L[SHC1] tel	0
>	L[THC1]	4	25.00
>	L[THC1] tel	0
RC[313760115000003]		412	Dist (km)
>	L[313760115000023]	309	1.12
>	L[313760115000023] tel	15
>	L[SHC1]	61	20.00
>	L[SHC1] tel	3
>	L[THC1]	20	25.00
>	L[THC1] tel	1
RC[313760115000005]		74	Dist (km)
>	L[313760115000023]	55	4.36
>	L[313760115000023] tel	2
>	L[SHC1]	11	20.00
>	L[SHC1] tel	0
>	L[THC1]	3	25.00
>	L[THC1] tel	0
RC[313760115000006]		4	Dist (km)
>	L[313760115000023]	3	4.46
>	L[313760115000023] tel	0
>	L[SHC1]	0	20.00
>	L[SHC1] tel	0
>	L[THC1]	0	25.00
>	L[THC1] tel	0
RC[313760115000007]		51	Dist (km)
>	L[313760115000023]	38	3.45
>	L[313760115000023] tel	1
>	L[SHC1]	7	20.00
>	L[SHC1] tel	0
>	L[THC1]	2	25.00
>	L[THC1] tel	0
RC[313760115000008]		354	Dist (km)
>	L[313760115000023]	266	3.68
>	L[313760115000023] tel	13
>	L[SHC1]	53	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760115000009]		279	Dist (km)
>	L[313760115000023]	209	3.21
>	L[313760115000023] tel	10
>	L[SHC1]	41	20.00
>	L[SHC1] tel	2
>	L[THC1]	13	25.00
>	L[THC1] tel	0
RC[313760115000010]		135	Dist (km)
>	L[313760115000023]	101	4.45
>	L[313760115000023] tel	5
>	L[SHC1]	20	20.00
>	L[SHC1] tel	1
>	L[THC1]	6	25.00
>	L[THC1] tel	0
RC[313760115000011]		356	Dist (km)
>	L[313760115000023]	267	3.83
>	L[313760115000023] tel	13
>	L[SHC1]	53	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760115000014]		182	Dist (km)
>	L[313760115000023]	136	0.71
>	L[313760115000023] tel	6
>	L[SHC1]	27	20.00
>	L[SHC1] tel	1
>	L[THC1]	9	25.00
>	L[THC1] tel	0
RC[313760115000015]		8	Dist (km)
>	L[313760105000139]	7	2.20
>	L[313760105000139] tel	0
RC[313760115000018]		394	Dist (km)
>	L[313760115000023]	296	2.78
>	L[313760115000023] tel	14
>	L[SHC1]	59	20.00
>	L[SHC1] tel	2
>	L[THC1]	19	25.00
>	L[THC1] tel	0
RC[313760115000019]		43	Dist (km)
>	L[313760115000023]	32	2.17
>	L[313760115000023] tel	1
>	L[SHC1]	6	20.00
>	L[SHC1] tel	0
>	L[THC1]	2	25.00
>	L[THC1] tel	0
RC[313760115000020]		925	Dist (km)
>	L[313760115000023]	695	0.93
>	L[313760115000023] tel	34
>	L[SHC1]	138	20.00
>	L[SHC1] tel	6
>	L[THC1]	46	25.00
>	L[THC1] tel	2
RC[313760115000021]		163	Dist (km)
>	L[313760115000023]	122	0.55
>	L[313760115000023] tel	6
>	L[SHC1]	24	20.00
>	L[SHC1] tel	1
>	L[THC1]	8	25.00
>	L[THC1] tel	0
RC[313760115000022]		243	Dist (km)
>	L[313760115000023]	182	0.34
>	L[313760115000023] tel	9
>	L[SHC1]	36	20.00
>	L[SHC1] tel	1
>	L[THC1]	12	25.00
>	L[THC1] tel	0
RC[313760115000023]		54	Dist (km)
>	L[313760115000023]	42	0.00
>	L[SHC1]	8	20.00
>	L[SHC1] tel	0
>	L[THC1]	2	25.00
>	L[THC1] tel	0
RC[313760115000024]		303	Dist (km)
>	L[313760115000023]	227	0.53
>	L[313760115000023] tel	11
>	L[SHC1]	45	20.00
>	L[SHC1] tel	2
>	L[THC1]	15	25.00
>	L[THC1] tel	0
RC[313760115000025]		334	Dist (km)
>	L[313760115000023]	251	0.35
>	L[313760115000023] tel	12
>	L[SHC1]	50	20.00
>	L[SHC1] tel	2
>	L[THC1]	16	25.00
>	L[THC1] tel	0
RC[313760115000026]		271	Dist (km)
>	L[313760115000023]	203	0.43
>	L[313760115000023] tel	10
>	L[SHC1]	40	20.00
>	L[SHC1] tel	2
>	L[THC1]	13	25.00
>	L[THC1] tel	0
RC[313760115000027]		339	Dist (km)
>	L[313760115000023]	255	0.81
>	L[313760115000023] tel	12
>	L[SHC1]	50	20.00
>	L[SHC1] tel	2
>	L[THC1]	16	25.00
>	L[THC1] tel	0
RC[313760115000029]		122	Dist (km)
>	L[313760115000023]	91	1.39
>	L[313760115000023] tel	4
>	L[SHC1]	18	20.00
>	L[SHC1] tel	0
>	L[THC1]	6	25.00
>	L[THC1] tel	0
RC[313760115000030]		73	Dist (km)
>	L[313760115000023]	54	2.31
>	L[313760115000023] tel	2
>	L[SHC1]	10	20.00
>	L[SHC1] tel	0
>	L[THC1]	3	25.00
>	L[THC1] tel	0
RC[313760115000031]		352	Dist (km)
>	L[313760115000023]	264	1.98
>	L[313760115000023] tel	13
>	L[SHC1]	52	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760115000032]		340	Dist (km)
>	L[313760115000023]	255	1.88
>	L[313760115000023] tel	12
>	L[SHC1]	51	20.00
>	L[SHC1] tel	2
>	L[THC1]	17	25.00
>	L[THC1] tel	0
RC[313760115000033]		248	Dist (km)
>	L[313760115000023]	186	1.47
>	L[313760115000023] tel	9
>	L[SHC1]	37	20.00
>	L[SHC1] tel	1
>	L[THC1]	12	25.00
>	L[THC1] tel	0
RC[313760115000034]		231	Dist (km)
>	L[313760105000139]	220	1.28
>	L[313760105000139] tel	11
