Loc	Team	CNES	Req	Transf	New	Res	Surp	Def
[3106200022713]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022713]	ACS	23.0	1.00	0.0	0.0	23.0	22.3	0.0
[3106200022659]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106200022659]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200022659]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022659]	ACS	18.0	1.00	0.0	0.0	18.0	17.2	0.0
[3106200022640]	eSF	5.0	0.00	0.0	0.0	5.0	5.0	0.0
[3106200022640]	eSB	2.0	0.00	0.0	0.0	2.0	2.0	0.0
[3106200022640]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200022640]	ACS	16.0	0.00	0.0	0.0	16.0	16.0	0.0
[3106200022586]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106200022586]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200022586]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200022586]	ACS	21.0	1.00	0.0	0.0	21.0	20.4	0.0
[3106200022594]	eSF	5.0	0.00	0.0	0.0	5.0	5.0	0.0
[3106200022594]	eSB	3.0	0.00	0.0	0.0	3.0	3.0	0.0
[3106200022594]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022594]	ACS	20.0	0.00	0.0	0.0	20.0	20.0	0.0
[3106203232271]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106203232271]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106203232271]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106203232271]	ACS	14.0	1.00	0.0	0.0	14.0	13.3	0.0
[3106200022608]	eSF	3.0	0.00	0.0	0.0	3.0	3.0	0.0
[3106200022608]	eSB	2.0	0.00	0.0	0.0	2.0	2.0	0.0
[3106200022608]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200022608]	ACS	10.0	0.00	0.0	0.0	10.0	9.9	0.0
[3106200022748]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106200022748]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200022748]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022748]	ACS	18.0	1.00	0.0	0.0	18.0	17.2	0.0
[3106200022551]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106200022551]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200022551]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022551]	ACS	16.0	1.00	0.0	0.0	16.0	15.0	0.0
[3106200022756]	eSF	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200022756]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200022756]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022756]	ACS	12.0	1.00	0.0	0.0	12.0	11.5	0.0
[3106203015998]	eSF	4.0	0.00	0.0	0.0	4.0	3.9	0.0
[3106203015998]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106203015998]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106203015998]	ACS	19.0	1.00	0.0	0.0	19.0	18.5	0.0
[3106203008525]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106203008525]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106203008525]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106203008525]	ACS	18.0	1.00	0.0	0.0	18.0	17.2	0.0
[3106200022543]	eSF	4.0	0.00	0.0	0.0	4.0	3.9	0.0
[3106200022543]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200022543]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200022543]	ACS	16.0	0.00	0.0	0.0	16.0	15.6	0.0
[3106200022675]	eSF	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200022675]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200022675]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200022675]	ACS	10.0	1.00	0.0	0.0	10.0	9.4	0.0
[3106200022578]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106200022578]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200022578]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200022578]	ACS	20.0	1.00	0.0	0.0	20.0	19.2	0.0
[3106200022616]	eSF	4.0	0.00	0.0	0.0	4.0	3.9	0.0
[3106200022616]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200022616]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200022616]	ACS	15.0	0.00	0.0	0.0	15.0	14.6	0.0
[3106200023124]	eSF	6.0	0.00	0.0	0.0	6.0	5.8	0.0
[3106200023124]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023124]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023124]	ACS	19.0	1.00	0.0	0.0	19.0	18.1	0.0
[3106200023043]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023043]	eSB	1.0	0.00	0.0	0.0	1.0	0.8	0.0
[3106200023043]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023043]	ACS	10.0	1.00	0.0	0.0	10.0	9.3	0.0
[3106200023078]	eSF	6.0	0.00	0.0	0.0	6.0	5.7	0.0
[3106200023078]	eSB	3.0	0.00	0.0	0.0	3.0	2.7	0.0
[3106200023078]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023078]	ACS	22.0	1.00	0.0	0.0	22.0	20.8	0.0
[3106200023280]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106200023280]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023280]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023280]	ACS	10.0	1.00	0.0	0.0	10.0	9.0	0.0
[3106200023035]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023035]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023035]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023035]	ACS	12.0	1.00	0.0	0.0	12.0	11.2	0.0
[3106200023132]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023132]	eSB	1.0	0.00	0.0	0.0	1.0	0.8	0.0
[3106200023132]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023132]	ACS	9.0	1.00	0.0	0.0	9.0	8.1	0.0
[3106202708302]	eSF	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106202708302]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106202708302]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106202708302]	ACS	7.0	1.00	0.0	0.0	7.0	6.2	0.0
[3106205432243]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106205432243]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106205432243]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106205432243]	ACS	14.0	1.00	0.0	0.0	14.0	13.3	0.0
[3106200023116]	eSF	4.0	0.00	0.0	0.0	4.0	3.7	0.0
[3106200023116]	eSB	2.0	0.00	0.0	0.0	2.0	1.7	0.0
[3106200023116]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023116]	ACS	16.0	1.00	0.0	0.0	16.0	14.7	0.0
[3106200023140]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023140]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200023140]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023140]	ACS	20.0	1.00	0.0	0.0	20.0	19.5	0.0
[3106200023094]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023094]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023094]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023094]	ACS	11.0	1.00	0.0	0.0	11.0	10.3	0.0
[3106202820609]	eSF	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106202820609]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106202820609]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106202820609]	ACS	15.0	1.00	0.0	0.0	15.0	14.5	0.0
[3106204908732]	eSF	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106204908732]	eSB	1.0	0.00	0.0	0.0	1.0	0.9	0.0
[3106204908732]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106204908732]	ACS	11.0	1.00	0.0	0.0	11.0	10.4	0.0
[3106200023159]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023159]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200023159]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023159]	ACS	19.0	1.00	0.0	0.0	19.0	18.5	0.0
[3106200023787]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023787]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023787]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023787]	ACS	13.0	1.00	0.0	0.0	13.0	12.2	0.0
[3106200023248]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023248]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023248]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023248]	ACS	11.0	1.00	0.0	0.0	11.0	10.2	0.0
[3106205219175]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106205219175]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106205219175]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106205219175]	ACS	15.0	1.00	0.0	0.0	15.0	14.1	0.0
[3106200023795]	eSF	4.0	0.00	0.0	0.0	4.0	3.7	0.0
[3106200023795]	eSB	2.0	0.00	0.0	0.0	2.0	1.7	0.0
[3106200023795]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023795]	ACS	13.0	1.00	0.0	0.0	13.0	11.7	0.0
[3106200023256]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023256]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023256]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023256]	ACS	10.0	1.00	0.0	0.0	10.0	9.2	0.0
[3106200023264]	eSF	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200023264]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200023264]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023264]	ACS	11.0	0.00	0.0	0.0	11.0	10.6	0.0
[3106202695456]	eSF	4.0	0.00	0.0	0.0	4.0	3.7	0.0
[3106202695456]	eSB	2.0	0.00	0.0	0.0	2.0	1.7	0.0
[3106202695456]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106202695456]	ACS	13.0	1.00	0.0	0.0	13.0	11.8	0.0
[3106205866383]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106205866383]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106205866383]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106205866383]	ACS	14.0	1.00	0.0	0.0	14.0	13.1	0.0
[3106200023728]	eSF	3.0	0.00	0.0	0.0	3.0	2.7	0.0
[3106200023728]	eSB	2.0	0.00	0.0	0.0	2.0	1.7	0.0
[3106200023728]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023728]	ACS	11.0	1.00	0.0	0.0	11.0	10.0	0.0
[3106200023213]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106200023213]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023213]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023213]	ACS	16.0	1.00	0.0	0.0	16.0	15.1	0.0
[3106200023817]	eSF	4.0	0.00	0.0	0.0	4.0	3.9	0.0
[3106200023817]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200023817]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023817]	ACS	16.0	0.00	0.0	0.0	16.0	15.6	0.0
[3106209166718]	eSF	4.0	0.00	0.0	0.0	4.0	3.6	0.0
[3106209166718]	eSB	2.0	0.00	0.0	0.0	2.0	1.6	0.0
[3106209166718]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106209166718]	ACS	5.0	1.00	0.0	0.0	5.0	3.6	0.0
[3106200023701]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023701]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106200023701]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023701]	ACS	10.0	1.00	0.0	0.0	10.0	9.2	0.0
[3106200023779]	eSF	4.0	0.00	0.0	0.0	4.0	4.0	0.0
[3106200023779]	eSB	2.0	0.00	0.0	0.0	2.0	2.0	0.0
[3106200023779]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023779]	ACS	14.0	0.00	0.0	0.0	14.0	13.9	0.0
[3106202695421]	eSF	4.0	0.00	0.0	0.0	4.0	3.8	0.0
[3106202695421]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106202695421]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106202695421]	ACS	16.0	1.00	0.0	0.0	16.0	15.2	0.0
[3106200023221]	eSF	4.0	0.00	0.0	0.0	4.0	3.9	0.0
[3106200023221]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200023221]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023221]	ACS	15.0	1.00	0.0	0.0	15.0	14.4	0.0
[3106200023515]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023515]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106200023515]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023515]	ACS	19.0	1.00	0.0	0.0	19.0	18.4	0.0
[3106200023744]	eSF	6.0	0.00	0.0	0.0	6.0	5.7	0.0
[3106200023744]	eSB	3.0	0.00	0.0	0.0	3.0	2.7	0.0
[3106200023744]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023744]	ACS	26.0	1.00	0.0	0.0	26.0	25.0	0.0
[3106200023655]	eSF	6.0	0.00	0.0	0.0	6.0	5.7	0.0
[3106200023655]	eSB	3.0	0.00	0.0	0.0	3.0	2.7	0.0
[3106200023655]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023655]	ACS	23.0	1.00	0.0	0.0	23.0	21.9	0.0
[3106209166793]	eSF	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106209166793]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106209166793]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106209166793]	ACS	11.0	1.00	0.0	0.0	11.0	10.5	0.0
[3106200023671]	eSF	5.0	0.00	0.0	0.0	5.0	4.6	0.0
[3106200023671]	eSB	2.0	0.00	0.0	0.0	2.0	1.6	0.0
[3106200023671]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023671]	ACS	17.0	2.00	0.0	0.0	17.0	15.4	0.0
[3106203411451]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106203411451]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106203411451]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106203411451]	ACS	17.0	1.00	0.0	0.0	17.0	16.1	0.0
[3106200023604]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106200023604]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023604]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023604]	ACS	20.0	1.00	0.0	0.0	20.0	19.2	0.0
[3106200023639]	eSF	4.0	0.00	0.0	0.0	4.0	4.0	0.0
[3106200023639]	eSB	3.0	0.00	0.0	0.0	3.0	3.0	0.0
[3106200023639]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023639]	ACS	16.0	0.00	0.0	0.0	16.0	16.0	0.0
[3106200023663]	eSF	5.0	0.00	0.0	0.0	5.0	4.8	0.0
[3106200023663]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023663]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023663]	ACS	20.0	1.00	0.0	0.0	20.0	19.0	0.0
[3106200023574]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023574]	eSB	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200023574]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023574]	ACS	19.0	0.00	0.0	0.0	19.0	18.6	0.0
[3106200023647]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023647]	eSB	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200023647]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023647]	ACS	21.0	1.00	0.0	0.0	21.0	20.4	0.0
[3106206368379]	eSF	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106206368379]	eSB	2.0	0.00	0.0	0.0	2.0	1.8	0.0
[3106206368379]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106206368379]	ACS	13.0	1.00	0.0	0.0	13.0	12.2	0.0
[3106200023620]	eSF	7.0	0.00	0.0	0.0	7.0	6.9	0.0
[3106200023620]	eSB	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200023620]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023620]	ACS	25.0	0.00	0.0	0.0	25.0	24.6	0.0
[3106200023698]	eSF	6.0	0.00	0.0	0.0	6.0	5.8	0.0
[3106200023698]	eSB	3.0	0.00	0.0	0.0	3.0	2.8	0.0
[3106200023698]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023698]	ACS	20.0	1.00	0.0	0.0	20.0	19.1	0.0
[3106200023019]	eSF	3.0	0.00	0.0	0.0	3.0	3.0	0.0
[3106200023019]	eSB	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023019]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023019]	ACS	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023612]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023612]	eSB	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200023612]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106200023612]	ACS	19.0	0.00	0.0	0.0	19.0	18.6	0.0
[3106205471532]	eSF	5.0	1.00	0.0	0.0	5.0	4.5	0.0
[3106205471532]	eSB	2.0	1.00	0.0	0.0	2.0	1.5	0.0
[3106205471532]	eMulti	1.0	0.00	0.0	0.0	1.0	0.9	0.0
[3106205471532]	ACS	21.0	2.00	0.0	0.0	21.0	18.9	0.0
[3106200023590]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106200023590]	eSB	3.0	0.00	0.0	0.0	3.0	2.9	0.0
[3106200023590]	eMulti	0.0	0.00	0.0	0.0	0.0	0.0	0.0
[3106200023590]	ACS	18.0	0.00	0.0	0.0	18.0	17.6	0.0
[3106203426637]	eSF	5.0	0.00	0.0	0.0	5.0	4.9	0.0
[3106203426637]	eSB	2.0	0.00	0.0	0.0	2.0	1.9	0.0
[3106203426637]	eMulti	1.0	0.00	0.0	0.0	1.0	1.0	0.0
[3106203426637]	ACS	19.0	0.00	0.0	0.0	19.0	18.5	0.0
