id_setor,populacao,ivs,area_km2,dens_pop_km2,min_dist_exist_km,cnes_mais_proxima,centralidade_km,n_area,n_dens,n_cent,score,rank_abnc
314330235000002,114,0.33485,119.81011467271732,0.9515056413343007,13.334670944228156,2219409,13.334670944228156,0.9272196325601846,4.409114823018207e-05,0.8648153226531676,0.5376281230232978,1
314330208000002,288,0.408398,129.21358854368663,2.2288677471613467,8.421362582022851,2219409,8.421362582022851,1.0,0.0001032819291410125,0.5201994587855636,0.45610115040732546,2
314330205000814,219,0.332046,0.010148086404269,21580.423271511874,1.2386815427702398,7836619,1.2386815427702398,0.0,1.0,0.016411451041532635,0.40492343531245983,3
314330235000003,268,0.33485,118.10958154539837,2.2690792439814675,6.752857400146764,2219409,6.752857400146764,0.9140579619320625,0.00010514526130619777,0.40317172263880985,0.39521096347578416,4
314330230000008,154,0.33485,42.24594734966711,3.64532007591998,14.931259098748,6297943,14.931259098748,0.32689376624786526,0.0001689179137061753,0.9767988509704667,0.39117535233098205,5
314330220000010,120,0.33485,99.76242722891043,1.2028576622805431,8.031734450476593,2203480,8.031734450476593,0.7720559049314678,5.573837209525102e-05,0.492871225904274,0.3795004345995606,6
314330225000003,99,0.33485,81.91757782657902,1.2085318270711662,9.95924276887112,2219379,9.95924276887112,0.6339415533385524,5.60013032119967e-05,0.6280652530826086,0.3786244424476331,7
314330205000401,255,0.295642,50.69805494817678,5.029778760953636,12.314876318998213,0211826,12.314876318998213,0.3923108137242762,0.00023307136739960995,0.7932876716625393,0.35577277416300446,8
314330205000961,68,0.359851,19.90262951730861,3.416633964917189,15.262045958819458,6297943,15.262045958819458,0.1539624746872066,0.00015832098944173432,1.0,0.34625207080193865,9
314330215000003,145,0.33485,90.92815582659729,1.5946655761557436,7.246443143475281,5212529,7.246443143475281,0.7036810120412591,7.389408243261139e-05,0.4377914665649865,0.3424713012148467,10
314330225000002,195,0.33485,91.79620437765868,2.1242708380158146,7.011018266329689,2219379,7.011018266329689,0.7103994751718782,9.843508680481007e-05,0.4212789374435622,0.339542897819354,11
314330205000960,95,0.33271,31.649078710628682,3.001667153366339,13.55771035700077,6297943,13.55771035700077,0.2448768431571679,0.00013909213529323186,0.8804591443396734,0.33765643310316973,12
314330225000008,319,0.33485,31.122929603717118,10.249677779751837,13.219654087882914,2219379,13.219654087882914,0.24080459008829144,0.0004749525832184369,0.85674812426325,0.3294557953387498,13
