id_setor,populacao,ivs,area_km2,dens_pop_km2,min_dist_exist_km,cnes_mais_proxima,centralidade_km,n_area,n_dens,n_cent,score,rank_abnc
310620025610662,252,0.496636,16.402653312367235,15.363368060092913,2.10017353699172,0022624,2.10017353699172,1.0,8.245201534049915e-05,0.5225222640477937,0.4567896600204743,1
310620005620281,187,0.470322,0.001003590281009,186331.01928009107,1.078599302736409,0023388,1.078599302736409,0.0,1.0,0.037270909042998755,0.41118127271289967,2
310620005680232,0,0.812975,0.521342995897449,0.0,3.1053823786538204,0023604,3.1053823786538204,0.031724821248667344,0.0,1.0,0.3095174463746002,3
310620005620526,292,0.477133,0.005767037238942,50632.584445313776,2.3969160495723387,0023434,2.3969160495723387,0.00029042486814717243,0.2717345970678309,0.6634760014159248,0.3078237667123539,4
310620005620720,196,0.482319,0.001379040125239,142127.8441524908,1.005441925194007,0022764,1.005441925194007,2.289098051669915e-05,0.7627707115090996,0.002520897354493472,0.3058714211041429,5
310620005620455,263,0.515374,0.192864375438915,1363.6525636290914,2.7458751829872914,0024155,2.7458751829872914,0.011697651663634116,0.007318440960059696,0.8292328173700215,0.25520651709412057,6
310620005680554,132,0.46983,0.378239601651306,348.9851391121362,2.7342247312733226,3411451,2.7342247312733226,0.02299988219247948,0.001872930983045528,0.8236988118214748,0.2547587805974045,7
310620005620528,589,0.489346,0.06345766505995,9281.778638460104,2.534794658679512,0023434,2.534794658679512,0.0038077922548755104,0.04981338412853214,0.7289688257765589,0.23975833906084315,8
310620005620525,437,0.498474,0.026229637794048,16660.54268195665,2.4250838160772035,0023434,2.4250838160772035,0.0015380189151991198,0.0894136829515899,0.6768557895953987,0.2392836157338153,9
310620005620423,452,0.499147,0.038161005366862,11844.55167401079,2.485426248815199,0023434,2.485426248815199,0.002265468152012621,0.06356725637939097,0.7055186574209004,0.2377621402236303,10
310620005620422,489,0.484838,0.101246892530164,4829.777860632262,2.5825487499594857,0023434,2.5825487499594857,0.0061117816773131545,0.025920417755951757,0.7516521871257436,0.2376973577432977,11
